hs4,hs4_name
4406,Railway_or_tramway_sleepers_(cross-ties)_of_wood.
4407,Wood_sawn_or_chipped_lengthwise__sliced_or_peeled__whether_or_not_planed__sanded_or_end-jointed__of_a_thickness_exceeding_6_mm.
4408,Sheets_for_veneering_(including_those_obtained_by_slicing_laminated_wood)__for_plywood_or_for_similar_laminated_wood_and_other_wood__sawn_lengthwise__sliced_or_peeled__whether_or_not_planed__sanded__spliced_or_end-jointed__of_a_thickness_not_exceeding_6_mm.
4409,Wood_(including_strips_and_friezes_for_parquet_flooring__not_assembled)_continuously_shaped_(tongued__grooved__rebated__chamfered__V-jointed__beaded__moulded__rounded_or_the_like)_along_any_of_its_edges__ends_or_faces__whether_or_not_planed__sanded_or_end-jointed.
4410,Particle_board__oriented_strand_board_(OSB)_and_similar_board_(for_example__waferboard)_of_wood_or_other_ligneous_materials__whether_or_not_agglomerated_with_resins_or_other_organic_binding_substances.
4411,Fibreboard_of_wood_or_other_ligneous_materials__whether_or_not_bonded_with_resins_or_other_organic_substances.
4412,Plywood__veneered_panels_and_similar_laminated_wood.
4413,Densified_wood__in_blocks__plates__strips_or_profile_shapes.
4414,Wooden_frames_for_paintings__photographs__mirrors_or_similar_objects.
4415,Packing_cases__boxes__crates__drums_and_similar_packings__of_wood;_cable-drums_of_wood;_pallets__box_pallets_and_other_load_boards__of_wood;_pallet_collars_of_wood.
4416,Casks__barrels__vats__tubs_and_other_coopers'_products_and_parts_thereof__of_wood__including_staves.
4417,Tools__tool_bodies__tool_handles__broom_or_brush_bodies_and_handles__of_wood;_boot_or_shoe_lasts_and_trees__of_wood.
4418,Builders'_joinery_and_carpentry_of_wood__including_cellular_wood_panels__assembled_flooring_panels___shingles_and_shakes.
4419,Tableware_and_kitchenware__of_wood.
4420,Wood_marquetry_and_inlaid_wood;_caskets_and_cases_for_jewellery_or_cutlery__and_similar_articles__of_wood;_statuettes_and_other_ornaments__of_wood;_wooden_articles_of_furniture_not_falling_in_Chapter_94.
4421,Other_articles_of_wood.
4501,Natural_cork__raw_or_simply_prepared;_waste_cork;_crushed__granulated_or_ground_cork.
4502,Natural_cork__debacked
4503,Articles_of_natural_cork.
4504,Agglomerated_cork_(with_or_without_a_binding_substance)_and_articles_of_agglomerated_cork.
4601,Plaits_and_similar_products_of_plaiting_materials__whether_or_not_assembled_into_strips;_plaiting_materials__plaits_and_similar_products_of_plaiting_materials__bound_together_in_parallel_strands_or_woven__in_sheet_form__whether_or_not_being_finished_articles_(for_example__mats__matting__screens).
4602,Basketwork__wickerwork_and_other_articles__made_directly_to_shape_from_plaiting_materials_or_made_up_from_goods_of_heading_46.01;_articles_of_loofah.
4701,Mechanical_wood_pulp
4702,Chemical_wood_pulp__dissolving_grades.
4703,Chemical_wood_pulp__soda_or_sulphate__other_than_dissolving_grades.
4704,Chemical_wood_pulp__sulphite__other_than_dissolving_grades.
4705,Wood_pulp_obtained_by_a_combination_of_mechanical_and_chemical_pulping_processes.
4706,Pulps_of_fibres_derived_from_recovered_(waste_and_scrap)_paper_or_paperboard_or_of_other_fibrous_cellulosic_material.
4707,Recovered_(waste_and_scrap)_paper_or_paperboard.
4801,Newsprint__in_rolls_or_sheets.
4802,Uncoated_paper_and_paperboard__of_a_kind_used_for_writing__printing_or_other_graphic_purposes__and_non_perforated_punch-cards_and_punch_tape_paper__in_rolls_or_rectangular_(including_square)_sheets__of_any_size__other_than_paper_of_heading_48.01_or_48.03;_hand-made_paper_and_paperboard.
4803,Toilet_or_facial_tissue_stock__towel
4804,Uncoated_kraft_paper_and_paperboard__in_rolls_or_sheets__other_than_that_of_heading_48.02_or_48.03.
4805,Other_uncoated_paper_and_paperboard__in_rolls_or_sheets__not_further_worked_or_processed_than_as_specified_in_Note_3_to_this_Chapter.
4806,Vegetable_parchment__greaseproof_papers__tracing_papers_and_glassine_and_other_glazed_transparent_or_translucent_papers__in_rolls_or_sheets.
4807,Composite_paper_and_paperboard_
4808,Paper_and_paperboard__corrugated_(with_or_without_glued_flat_surface_sheets)__creped__crinkled__embossed_or_perforated__in_rolls_or_sheets__other_than_paper_of_the_kind_described_in_heading_48.03.
4809,Carbon_paper__self-copy_paper_and_other_copying_or_transfer_papers_(including_coated_or_impregnated_paper_for_duplicator_stencils_or_offset_plates)__whether_or_not_printed__in_rolls_or_sheets.
4810,Paper_and_paperboard__coated_on_one_or_both_sides_with_kaolin_(China_clay)_or_other_inorganic_substances__with_or_without_a_binder__and_with_no_other_coating__whether_or_not_surface-coloured__surface_-decorated_or_printed__in_rolls_or_rectangular_(including_square)_sheets__of_any_size.
4811,Paper__paperboard__cellulose_wadding_and_webs_of_cellulose_fibres__coated__impregnated__covered__surface-coloured__surface-decorated_or_printed__in_rolls_or_rectangular_(including_square)_sheets__of_any_size__other_than_goods_of_the_kind_described_in_heading_48.03__48.09_or_48.10.
4812,Filter_blocks__slabs_and_plates__of_paper_pulp.
4813,Cigarette_paper__whether_or_not_cut_to_size_or_in_the_form_of_booklets_or_tubes.
4814,Wallpaper_and_similar_wall_coverings;_window_transparencies_of_paper.
4816,Carbon_paper__self-copy_paper_and_other_copying_or_transfer_papers_(other_than_those_of_heading_48.09)__duplicator_stencils_and_offset_plates__of_paper__whether_or_not_put_up_in_boxes.
4817,Envelopes__letter_cards__plain_postcards_and_correspondence_cards__of_paper_or_paperboard;_boxes__pouches__wallets_and_writing_compendiums__of_paper_or_paperboard__containing_an_assortment_of_paper_stationery.
4818,Toilet_paper_and_similar_paper__cellulose_wadding_or_webs_of_cellulose_fibres__of_a_kind_used_for_household_or_sanitary_purposes__in_rolls_of_a_width_not_exceeding_36_cm__or_cut_to_size_or_shape;_handkerchiefs__cleansing_tissues__towels__tablecloths__serviettes__bed_sheets_and_similar_household__sanitary_or_hospital_articles__articles_of_apparel_and_clothing_accessories__of_paper_pulp__paper__cellulose_wadding_or_webs_of_cellulose_fibres.
4819,Cartons__boxes__cases__bags_and_other_packing_containers__of_paper__paperboard__cellulose_wadding_or_webs_of_cellulose_fibres;_box_files__letter_trays__and_similar_articles__of_paper_or_paperboard_of_a_kind_used_in_offices__shops_or_the_like.
4820,Registers__account_books__note_books__order_books__receipt_books__letter_pads__memorandum_pads__diaries_and_similar_articles__exercise_books__blotting-pads__binders_(loose-leaf_or_other)__folders__file_covers__manifold_business_forms__interleaved_carbon_sets_and_other_articles_of_stationery__of_paper_or_paperboard;_albums_for_samples_or_for_collections_and_book_covers__of_paper_or_paperboard.
4821,Paper_or_paperboard_labels_of_all_kinds__whether_or_not_printed.
4822,Bobbins__spools__cops_and_similar_supports_of_paper_pulp__paper_or_paperboard_(whether_or_not_perforated_or_hardened).
4823,Other_paper__paperboard__cellulose_wadding_and_webs_of_cellulose_fibres__cut_to_size_or_shape_;_other_articles_of_paper_pulp__paper__paperboard__cellulose_wadding_or_webs_of_cellulose_fibres.
4901,Printed_books__brochures__leaflets_and_similar_printed_matter__whether_or_not_in_single_sheets.
4902,Newspapers__journals_and_periodicals__whether_or_not_illustrated_or_containing_advertising_material.
4903,Children's_picture__drawing_or_colouring_books.
4904,Music__printed_or_in_manuscript__whether_or_not_bound_or_illustrated.
4905,Maps_and_hydrographic_or_similar_charts_of_all_kinds__including_atlases__wall_maps__topographical_plans_and_globes__printed.
4906,Plans_and_drawings_for_architectural__engineering__industrial__commercial__topographical
4907,Unused_postage__revenue_or_similar_stamps_of_current
4908,Transfers_(decalcomanias).
4909,Printed_or_illustrated_postcards;_printed_cards_bearing_
4910,Calendars_of_any_kind__printed__including_calendar_blocks.
4911,Other_printed_matter__including_printed_pictures_and_photographs.
5001,Silk-worm_cocoons_suitable_for_reeling.
5002,Raw_silk_(not_thrown).
5003,Silk_waste_(including_cocoons_unsuitable_for_reeling__yarn_waste_and_garnetted_stock).
5004,Silk_yarn_(other_than_yarn_spun_from_silk_waste)_not_put_up_for_retail_sale.
5005,Yarn_spun_from_silk_waste__not_put_up_for_retail_sale.
5006,Silk_yarn_and_yarn_spun_from_silk_waste__put_up_for_retail_sale;_silk_-worm_gut.
5007,Woven_fabrics_of_silk_or_of_silk_waste.
5101,Wool__not_carded_or_combed.
5102,Fine_or_coarse_animal_hair__not_carded_or_combed.
5103,Waste_of_wool_or_of_fine_or_coarse_animal_hair__including_yarn_waste_but_excluding_garnetted_stock.
5104,Garnetted_stock_of_wool_or_of_fine_or_coarse_animal_hair
5105,Wool_and_fine_or_coarse_animal_hair__carded_or_combed_(including_combed_wool_in_fragments)
5106,Yarn_of_carded_wool__not_put_up_for_retail_sale.
5107,Yarn_of_combed_wool__not_put_up_for_retail_sale.
5108,Yarn_of_fine_animal_hair_(carded_or_combed)__not_put_up_for_retail_sale.
5109,Yarn_of_wool_or_of_fine_animal_hair__put_up_for_retail_sale.
5110,Yarn_of_coarse_animal_hair_or_of_horsehair_(including_gimped_horsehair_yarn)__whether_or_not_put_up_for_retail_sale.
5111,Woven_fabrics_of_carded_wool_or_of_carded_fine_animal_hair.
5112,Woven_fabrics_of_combed_wool_or_of_combed_fine_animal_hair.
5113,Woven_fabrics_of_coarse_animal_hair_or_of_horsehair.
5201,Cotton__not_carded_or_combed.
5202,Cotton_waste_(including_yarn_waste_and_garnetted_stock).
5203,Cotton__carded_or_combed.
5204,Cotton_sewing_thread__whether_or_not_put_up_for_retail_sale
5205,Cotton_yarn_(other_than_sewing_thread)__containing_85_%_or_more_by_weight_of_cotton__not_put_up_for_retail_sale.
5206,Cotton_yarn_(other_than_sewing_thread)__containing_less_than_85_%_by_weight_of_cotton__not_put_up_for_retail_sale.
5207,Cotton_yarn_(other_than_sewing_thread)_put_up_for_retail_sale.
5208,Woven_fabrics_of_cotton__containing_85_%_or_more_by_weight_of_cotton__weighing_not_more_than_200_g/m2.
5209,Woven_fabrics_of_cotton__containing_85_%_or_more_by_weight_of_cotton__weighing_more_than_200_g/m2.
5210,Woven_fabrics_of_cotton__containing_less_than_85_%_by_weight_of_cotton__mixed_mainly_or_solely_with_man-made_fibres__weighing_not_more_than_200_g/㎡
5211,Woven_fabrics_of_cotton__containing_less_than_85_%_by_weight_of_cotton__mixed_mainly_or_solely_with_man-made_fibres__weighing_more_than_200_g/㎡
5212,Other_woven_fabrics_of_cotton.
5301,Flax__raw_or_processed_but_not_spun;_flax_tow_and_waste_(including_yarn_waste_and_garnetted_stock).
5302,True_hemp_(Cannabis_sativa_L.)__raw_or_processed_but_not_spun;_tow_and_waste_of_true_hemp_(including_yarn_waste_and_garnetted_stock).
5303,Jute_and_other_textile_bast_fibres_(excluding_flax__true_hemp_and_ramie)__raw_or_processed_but_not_spun;_tow_and_waste_of_these_fibres_(including_yarn_waste_and_garnetted_stock).
5305,Coconut__abaca
5306,Flax_yarn.
5307,Yarn_of_jute_or_of_other_textile_bast_fibres_of_heading_53.03.
5308,Yarn_of_other_vegetable_textile_fibres;_paper_yarn.
5309,Woven_fabrics_of_flax.
5310,Woven_fabrics_of_jute_or_of_other_textile_bast_fibres_of_heading_53.03.
5311,Woven_fabrics_of_other_vegetable_textile_fibres;_woven_fabrics_of_paper_yarn.
5401,Sewing_thread_of_man-made_filaments__whether_or_not_put_up_for_retail_sale
5402,Synthetic_filament_yarn_(other_than_sewing_thread)__not_put_up_for_retail_sale__including_synthetic_monofilament_of_less_than_67_decitex.
5403,Artificial_filament_yarn_(other_than_sewing_thread)__not_put_up_for_retail_sale__including_artificial_monofilament_of_less_than_67_decitex.
5404,Synthetic_monofilament_of_67_decitex_or_more_and_of_which_no_cross-sectional_dimension_exceeds_1_mm;_strip_and_the_like_(for_example__artificial_straw)_of_synthetic_textile_materials_of_an_apparent_width_not_exceeding_5_mm.
5405,Artificial_monofilament_of_67_decitex
5406,Man-made_filament_yarn_(other_than_sewing_thread)__put_up_for_retail_sale.
5407,Woven_fabrics_of_synthetic_filament_yarn__including_woven_fabrics_obtained_from_materials_of_heading_54.04.
5408,Woven_fabrics_of_artificial_filament_yarn__including_woven_fabrics_obtained_from_materials_of_heading_54.05.
5501,Synthetic_filament_tow.
5502,Artificial_filament_tow.
5503,Synthetic_staple_fibres__not_carded__combed_or_otherwise_processed_for_spinning.
5504,Artificial_staple_fibres__not_carded__combed_or_otherwise_processed_for_spinning.
5505,Waste_(including_noils__yarn_waste_and_garnetted_stock)_of_man-made_fibres.
5506,Synthetic_staple_fibres__carded__combed_or_otherwise_processed_for_spinning.
5507,Artificial_staple_fibres__carded__combed_or_otherwise_processed_for_spinning.
5508,Sewing_thread_of_man-made_staple_fibres__whether_or_not_put_up_for_retail_sale.
5509,Yarn_(other_than_sewing_thread)_of_synthetic_staple_fibres__not_put_up_for_retail_sale.
5510,Yarn_(other_than_sewing_thread)_of_artificial_staple_fibres__not_put_up_for_retail_sale.
5511,Yarn_(other_than_sewing_thread)_of_man-made_staple_fibres__put_up_for_retail_sale.
5512,Woven_fabrics_of_synthetic_staple_fibres__containing_85_%_or_more_by_weight_of_synthetic_staple_fibres.
5513,Woven_fabrics_of_synthetic_staple_fibres__containing_less_than_85_%_by_weight_of_such_fibres__mixed_mainly_or_solely_with_cotton__of_a_weight_not_exceeding_170_g/m2.
5514,Woven_fabrics_of_synthetic_staple_fibres__containing_less_than_85_%_by_weight_of_such_fibres__mixed_mainly_or_solely_with_cotton__of_a_weight_exceeding_170_g/m2.
5515,Other_woven_fabrics_of_synthetic_staple_fibres.
5516,Woven_fabrics_of_artificial_staple_fibres.
5601,Wadding_of_textile_materials_and_articles_thereof;_textile_fibres__not_exceeding_5_mm_in_length_(flock)__textile_dust_and_mill_neps
5602,Felt__whether_or_not_impregnated__coated__covered_or_laminated.
5603,Nonwovens__whether_or_not_impregnated__coated__covered_or_laminated.
5604,Rubber_thread_and_cord__textile_covered;_textile_yarn__and_strip_and_the_like_of_heading_54.04_or_54.05__impregnated__coated__covered_or_sheathed_with_rubber_or_plastics.
5605,Metallised_yarn
5606,Gimped_yarn__and_strip_and_the_like_of_heading_54.04_or_54.05__gimped_(other_than_those_of_heading_56.05_and_gimped_horsehair_yarn);_chenille_yarn_(including_flock_chenille_yarn);_loop_wale_-yarn.
5607,Twine__cordage__ropes_and_cables__whether_or_not_plaited_or_braided_and_whether_or_not_impregnated__coated__covered_or_sheathed_with_rubber_or_plastics.
5608,Knotted_netting_of_twine__cordage_or_rope;_made_up_fishing_nets_and_other_made_up_nets__of_textile_materials.
5609,Articles_of_yarn__strip_or_the_like_of_heading_54.04_or_54.05__twine__cordage__rope_or_cables__not_elsewhere_specified_or_included.
5701,Carpets_and_other_textile_floor_coverings__knotted__whether_or_not_made_up
5702,Carpets_and_other_textile_floor_coverings__woven__not_tufted_or_flocked__whether_or_not_made_up__including_“Kelem”__“Schumacks”__“Karamanie”_and_similar_hand-woven_rugs.
5703,Carpets_and_other_textile_floor_coverings__tufted__whether_or_
5704,Carpets_and_other_textile_floor_coverings__of_felt__not_tufted_or_flocked__whether_or_not_made_up.
5705,Other_carpets_and_other_textile_floor_coverings__whether_or_not_made_up.
5801,Woven_pile_fabrics_and_chenille_fabrics__other_than_fabrics_of_heading_58.02_or_58.06
5802,Terry_towelling_and_similar_woven_terry_fabrics__other_than_narrow_fabrics_of_heading_58.06;_tufted_textile_fabrics__other_than_products_of_heading_57.03
5803,Gauze__other_than_narrow_fabrics_of_heading_58.06.
5804,Tulles_and_other_net_fabrics__not_including_woven__knitted_or_crocheted_fabrics;_lace_in_the_piece__in_strips_or_in_motifs__other_than_fabrics_of_headings_60.02_to_60.06.
5805,Hand-woven_tapestries_of_the_type_Gobelins__Flanders__Aubusson__Beauvais
5806,Narrow_woven_fabrics__other_than_goods_of_heading_58.07;_narrow_fabrics_consisting_of_warp_without_weft_assembled_by_means_of_an_adhesive_(bolducs).
5807,Labels__badges_and_similar_articles_of_textile_materials__in_the_piece__in_strips_or_cut_to_shape_or_size__not_embroidered.
5808,Braids_in_the_piece;_ornamental_trimmings_in_the_piece__without_embroidery__other_than_knitted_or_crocheted;_tassels__pompons_and_similar_articles
5809,Woven_fabrics_of_metal_thread
5810,Embroidery_in_the_piece__in_strips_or_in_motifs
5811,Quilted_textile_products_in_the_piece__composed_of_one_or_more_layers_of_textile_materials_assembled_with_padding_by_stitching_or_otherwise__other_than_embroidery_of_heading_58.10
5901,Textile_fabrics_coated_with_gum_or_amylaceous_substances__of_a_kind_used_for_the_outer_covers_of_books_or_the_like;_tracing_cloth;_prepared_painting_canvas;_buckram_and_similar_stiffened_textile_fabrics_of_a_kind_used_for_hat_foundations.
5902,Tyre_cord_fabric_of_high_tenacity_yarn_of_nylon_or_other_polyamides__polyesters_or_viscose_rayon.
5903,Textile_fabrics_impregnated__coated__covered_or_laminated_with_plastics__other_than_those_of_heading_59.02.
5904,Linoleum__whether_or_not_cut_to_shape;_floor_coverings_consisting_of_a_coating_or_covering_applied_on_a_textile_backing__whether_or_not_cut_to_shape.
5905,Textile_wall_coverings.
5906,Rubberised_textile_fabrics__other_than_those_of_heading_59.02.
5907,Textile_fabrics_otherwise_impregnated__coated
5908,Textile_wicks__woven__plaited
5909,Textile_hosepiping_and_similar_textile_tubing
5910,Transmission_or_conveyor_belts_or_belting__of_textile_material__whether_or_not_impregnated__coated__covered_or_laminated_with_plastics__or_reinforced_with_metal_or_other_material
5911,Textile_products_and_articles__for_technical_uses__specified_in_Note_7_to_this_Chapter
6001,Pile_fabrics__including_“long_pile”_fabrics_and_terry_fabrics__knitted_or_crocheted.
6002,Knitted_or_crocheted_fabrics_of_a_width_not_exceeding_30_cm__containing_by_weight_5_%_or_more_of_elastomeric_yarn_or_rubber_thread__other_than_those_of_heading_60.01.
6003,Knitted_or_crocheted_fabrics_of_a_width_not_exceeding_30_cm__other_than_those_of_heading_60.01_or_60.02.
6004,Knitted_or_crocheted_fabrics_of_a_width_exceeding_30_cm__containing_by_weight_5_%_or_more_of_elastomeric_yarn_or_rubber_thread__other_than_those_of_heading_60.01.
6005,Warp_knit_fabrics_(including_those_made_on_galloon_knitting_machines)__other_than_those_of_headings_60.01_to_60.04
6006,Other_knitted_or_crocheted_fabrics.
6101,Men's_or_boys'_overcoats__car-coats__capes__cloaks__anoraks_(including_ski-jackets)__wind-cheaters__wind-jackets_and_similar_articles__knitted_or_crocheted__other_than_those_of_heading_61.03.
6102,Women's_or_girls'_overcoats__car-coats__capes__cloaks__anoraks_(including_ski-jackets)__wind-cheaters__wind-jackets_and_similar_articles__knitted_or_crocheted__other_than_those_of_heading_61.04
6103,Men's_or_boys'_suits__ensembles__jackets__blazers__trousers__bib_and_brace_overalls__breeches_and_shorts_(other_than_swimwear)__knitted_or_crocheted.
6104,Women's_or_girls'_suits__ensembles__jackets__blazers__dresses__skirts__divided_skirts__trousers__bib_and_brace_overalls__breeches_and_shorts_(other_than_swimwear)__knitted_or_crocheted.
6105,Men's_or_boys'_shirts__knitted_or_crocheted.
6106,Women's_or_girls'_blouses__shirts_and_shirt-blouses__knitted_or_crocheted.
6107,Men's_or_boys'_underpants__briefs__nightshirts__pyjamas__bathrobes__dressing_gowns_and_similar_articles__knitted_or_crocheted.
6108,Women's_or_girls'_slips__petticoats__briefs__panties__nightdresses__pyjamas__negligees__bathrobes__dressing_gowns_and_similar_articles__knitted_or_crocheted.
6109,T-shirts__singlets_and_other_vests__knitted_or_crocheted.
6110,Jerseys__pullovers__cardigans__waistcoats_and_similar_articles__knitted_or_crocheted.
6111,Babies'_garments_and_clothing_accessories__knitted_or_crocheted.
6112,Track_suits__ski_suits_and_swimwear__knitted_or_crocheted.
6113,Garments__made_up_of_knitted_or_crocheted_fabrics_of_heading_59.03__59.06_or_59.07.
6114,Other_garments__knitted_or_crocheted.
6115,Panty_hose__tights__stockings__socks_and_other_hosiery__including_graduated_compression_hosiery_(for_example__stockings_for_varicose_veins)_and_footwear_without_applied_soles__knitted_or_crocheted.
6116,Gloves__mittens_and_mitts__knitted_or_crocheted.
6117,Other_made_up_clothing_accessories__knitted_or_crocheted;_knitted_or_crocheted_parts_of_garments_or_of_clothing_accessories.
6201,Men's_or_boys'_overcoats__car-coats__capes__cloaks__anoraks_(including_ski-jackets)__wind-cheaters__wind-jackets_and_similar_articles__other_than_those_of_heading_62.03.
6202,Women's_or_girls'_overcoats__car-coats__capes__cloaks__anoraks_(including_ski-jackets)__wind-cheaters__wind-jackets_and_similar_articles__other_than_those_of_heading_62.04.
6203,Men's_or_boys'_suits__ensembles__jackets__blazers__trousers__bib_and_brace_overalls__breeches_and_shorts_(other_than_swimwear).
6204,Women's_or_girls'_suits__ensembles__jackets__blazers__dresses__skirts__divided_skirts__trousers__bib_and_brace_overalls__breeches_and_shorts_(other_than_swimwear).
6205,Men's_or_boys'_shirts.
6206,Women's_or_girls'_blouses__shirts_and_shirt-blouses.
6207,Men's_or_boys'_singlets_and_other_vests__underpants__briefs__nightshirts__pyjamas__bathrobes__dressing_gowns_and_similar_articles.
6208,Women's_or_girls'_singlets_and_other_vests__slips__petticoats__briefs__panties__nightdresses__pyjamas__negligees__bathrobes__dressing_gowns_and_similar_articles.
6209,Babies'_garments_and_clothing_accessories.
6210,Garments__made_up_of_fabrics_of_heading_56.02__56.03__59.03__59.06_or_59.07.
6211,Track_suits__ski_suits_and_swimwear;_other_garments.
6212,Brassires__girdles__corsets__braces__suspenders__garters_and_similar_articles_and_parts_thereof__whether_or_not_knitted_or_crocheted.
6213,Handkerchiefs.
6214,Shawls__scarves__mufflers__mantillas__veils_and_the_like.
6215,Ties__bow_ties_and_cravats.
6216,Gloves_Mittens_Mitts
6217,Other_made_up_clothing_accessories;_parts_of_garments_or_of_clothing_accessories__other_than_those_of_heading_62.12.
6301,Blankets_and_travelling_rugs.
6302,Bed_linen__table_linen__toilet_linen_and_kitchen_linen.
6303,Curtains_(including_drapes)_and_interior_blinds;_curtain_or_bed_valances.
6304,Other_furnishing_articles__excluding_those_of_heading_94.04.
6305,Sacks_and_bags__of_a_kind_used_for_the_packing_of_goods.
6306,Tarpaulins__awnings_and_sunblinds;_tents;_sails_for_boats__sailboards_or_landcraft;_camping_goods.
6307,Other_made_up_articles__including_dress_patterns.
6308,Sets_consisting_of_woven_fabric_and_yarn__whether_or_not_with_accessories__for_making_up_into_rugs__tapestries__embroidered_table_cloths_or_serviettes__or_similar_textile_articles__put_up_in_packings_for_retail_sale.
6309,Worn_clothing_and_other_worn_articles.
6310,Used_or_new_rags__scrap_twine__cordage__rope_and_cables_and_worn_out_articles_of_twine__cordage__rope_or_cables__of_textile_materials.
6401,Waterproof_footwear_with_outer_soles_and_uppers_of_rubber_or_of_plastics__the_uppers_of_which_are_neither_fixed_to_the_sole_nor_assembled_by_stitching__riveting__nailing__screwing__plugging_or_similar_processes.
6402,Other_footwear_with_outer_soles_and_uppers_of_rubber_or_plastics.
6403,Footwear_with_outer_soles_of_rubber__plastics__leather_or_composition_leather_and_uppers_of_leather.
6404,Footwear_with_outer_soles_of_rubber__plastics__leather_or_composition_leather_and_uppers_of_textile_materials.
6405,Other_footwear.
6406,Parts_of_footwear_(including_uppers_whether_or_not_attached_to_soles_other_than_outer_soles);_removable_in-soles__heel_cushions_and_similar_articles;_gaiters__leggings_and_similar_articles__and_parts_thereof.
6501,Hat-forms__hat_bodies_and_hoods_of_felt__neither_blocked_to_shape_nor_with_made_brims;_plateaux_and_manchons_(including_slit_manchons)__of_felt
6502,Hat-shapes__plaited_or_made_by_assembling_strips_of_any_material__neither_blocked_to_shape__nor_with_made_brims__nor_lined__nor_trimmed
6504,Hats_and_other_headgear__plaited_or_made_by_assembling_strips_of_any_material__whether_or_not_lined_or_trimmed
6505,Hats_and_other_headgear__knitted_or_crocheted__or_made_up_from_lace__felt_or_other_textile_fabric__in_the_piece_(but_not_in_strips)__whether_or_not_lined_or_trimmed;_hair-nets_of_any_material__whether_or_not_lined_or_trimmed
6506,Other_headgear__whether_or_not_lined_or_trimmed
6507,Head-bands__linings__covers__hat_foundations__hat_frames__peaks_and_chinstraps__for_headgear
6601,Umbrellas_and_sun_umbrellas_(including_walking-stick_umbrellas__garden_umbrellas_and_similar_umbrellas)
6602,Walking-sticks__seat-sticks__whips__riding-crops_and_the_like
6603,Parts__trimmings_and_accessories_of_articles_of_heading_66.01_or_66.02
6701,Skins_and_other_parts_of_birds_with_their_feathers_or_down__feathers__parts_of_feathers__down_and_articles_thereof_(other_than_goods_of_heading_05.05_and_worked_quills_and_scapes)
6702,Artificial_flowers__foliage_and_fruit_and_parts_thereof;_articles_made_of_artificial_flowers__foliage_or_fruit
6703,Human_hair__dressed__thinned__bleached_or_otherwise_worked;_wool_or_other_animal_hair_or_other_textile_materials__prepared_for_use_in_making_wigs_or_the_like
6704,Wigs__false_beards__eyebrows_and_eyelashes__switches_and_the_like__of_human_or_animal_hair_or_of_textile_materials;_articles_of_human_hair_not_elsewhere_specified_or_included
6801,Setts__curbstones_and_flagstones__of_natural_stone_(except_slate)
6802,Worked_monumental_or_building_stone_(except_slate)_and_articles_thereof__other_than_goods_of_heading_68.01;_mosaic_cubes_and_the_like__of_natural_stone_(including_slate)__whether_or_not_on_a_backing;_artificially_coloured_granules__chippings_and_powder__of_natural_stone_(including_slate).
6803,Worked_slate_and_articles_of_slate_or_of_agglomerated_slate.
6804,Millstones__grindstones__grinding_wheels_and_the_like__without_frameworks__for_grinding__sharpening__polishing__trueing_or_cutting__hand_sharpening_or_polishing_stones__and_parts_thereof__of_natural_stone__of_agglomerated_natural_or_artificial_abrasives__or_of_ceramics__with_or_without_parts_of_other_materials.
6805,Natural_or_artificial_abrasive_powder_or_grain__on_a_base_of_textile_material__of_paper__of_paperboard_or_of_other_materials__whether_or_not_cut_to_shape_or_sewn_or_otherwise_made_up.
6806,Slag_wool__rock_wool_and_similar_mineral_wools;_exfoliated_vermiculite__expanded_clays__foamed_slag_and_similar_expanded_mineral_materials;_mixtures_and_articles_of_heat_-_insulating__sound-insulating_or_sound-absorbing_mineral_materials__other_than_those_of_heading_68.11_or_68.12_or_of_Chapter_69.
6807,Articles_of_asphalt_or_of_similar_material_(for_example__petroleum_bitumen_or_coal_tar_pitch).
6808,Panels__boards__tiles__blocks_and_similar_articles_of_vegetable_fibre__of_straw_or_of_shavings__chips__particles__sawdust_or_other_waste__of_wood__agglomerated_with_cement__plaster_or_other_mineral_binders.
6809,Articles_of_plaster_or_of_compositions_based_on_plaster.
6810,Articles_of_cement__of_concrete_or_of_artificial_stone__whether_or_not_reinforced.
6811,Articles_of_asbestos-cement__of_cellulose_fibre_-cement_or_the_like.
6812,Fabricated_asbestos_fibres;_mixtures_with_a_basis_of_asbestos_or_with_a_basis_of_asbestos_and_magnesium_carbonate;_articles_of_such_mixtures_or_of_asbestos_(for_example__thread__woven_fabric__clothing__headgear__footwear__gaskets)__whether_or_not_reinforced__other_than_goods_of_heading_68.11_or_68.13.
6813,Friction_material_and_articles_thereof_(for_example__sheets__rolls__strips__segments__discs__washers__pads)__not_mounted__for_brakes__for_clutches_or_the_like__with_a_basis_of_asbestos__of_other_mineral_substances_or_of_cellulose__whether_or_not_combined_with_textile_or_other_materials.
6814,Worked_mica_and_articles_of_mica__including_agglomerated_or_reconstituted_mica__whether_or_not_on_a_support_of_paper__paperboard_or_other_materials.
6815,Articles_of_stone_or_of_other_mineral_substances_(including_carbon_fibres__articles_of_carbon_fibres_and_articles_of_peat)__not_elsewhere_specified_or_included.
6901,Bricks__blocks__tiles_and_other_ceramic_goods_of_siliceous_fossil_meals_(for_example__kieselguhr__tripolite_or_diatomite)_or_of_similar_siliceous_earths.
6902,Refractory_bricks__blocks__tiles_and_similar_refractory_ceramic_constructional_goods__other_than_those_of_siliceous_fossil_meals_or_similar_siliceous_earths.
